cohort	analysis_route	taxonomy	design	genus	complete_pairs	median_tumor_relabund	median_normal_relabund	median_paired_clr_effect	wilcoxon_p	bh_fdr_q
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ideonella	50	0	0	0.141895	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Incertae_Sedis	50	0.0107975	0.0168272	0.0201734	0.443267	0.473871
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Intestinibacter	50	0	0	0.141895	0.000529488	0.00154972
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Janibacter	50	0	0	0.141895	0.0951333	0.115898
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Jeotgalicoccus	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Johnsonella	50	0	0	0.0823185	0.878334	0.891333
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Jonesia	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Kineosphaera	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Kingella	50	0	0	0.242348	0.0634661	0.0795398
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Kinneretia	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Klebsiella	50	0	0	0.0823185	0.367343	0.396235
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Knoellia	50	0	0	0.141895	0.00270532	0.00452458
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Kocuria	50	0	0	0.109022	0.253083	0.283831
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Kytococcus	50	0	0	0.152114	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnoanaerobaculum	50	0.00163082	0.00131225	0.134329	0.388178	0.41777
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnoclostridium	50	0	0	0.275456	0.215052	0.243456
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnospira	50	0	0	0.141895	0.00270532	0.00452458
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnospiraceae_FE2018_group	50	0	0	0.141895	8.23756e-05	0.000391488
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnospiraceae_NK3A20_group	50	0	0	0.134993	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnospiraceae_NK4A136_group	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lachnospiraceae_UCG-008	50	0	0	0.130499	0.00445942	0.00692726
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lacibacter	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lacrimispora	50	0	0	0.141895	0.000645726	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lacticaseibacillus	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lactobacillus	50	0	0	0.171295	0.00694138	0.0104121
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lancefieldella	50	0	0	0.0888846	0.559105	0.591124
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lautropia	50	1.72607e-05	0	0.233123	0.931384	0.935281
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lawsonella	50	0	0	0.110749	0.135498	0.160988
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Legionella	50	0	0	0.152114	3.81819e-05	0.000286364
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Leifsonia	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lentibacillus	50	0	0	0.141895	0.000620771	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lentimicrobium	50	0	0	0.171295	0.0371666	0.0486103
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Leptotrichia	50	0.00327826	0.00580013	0.0575467	0.81094	0.828194
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Leucobacter	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Leuconostoc	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Leyella	50	0	0	0.233123	0.0043169	0.00677161
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lichenibacterium	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ligilactobacillus	50	0	0	0.109022	0.160017	0.186881
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Limibaculum	50	0	0	0.134993	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Limnobacter	50	0	0	0.141895	0.000136287	0.000499371
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Limosilactobacillus	50	0	0	0.134993	0.00212243	0.00367787
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Litorilinea	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Luteimonas	50	0	0	0.171295	3.63358e-05	0.000276844
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Luteococcus	50	0	0	0.152114	4.42546e-05	0.00030346
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Luteolibacter	50	0	0	0.152114	1.97602e-05	0.000166401
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lysinibacillus	50	0	0	0.134993	0.00331482	0.00541194
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Lysobacter	50	0	0	0.0473978	0.552667	0.585607
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mannheimia	50	0	0	0.141895	0.000103814	0.000411826
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Marinobacter	50	0	0	0.110749	0.0175754	0.024242
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Marinococcus	50	0	0	0.134993	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Marmoricola	50	0	0	0.152114	3.2889e-05	0.000254624
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Massilia	50	0	0	0.0473978	0.257124	0.287022
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mediterraneibacter	50	0	0	0.0888846	0.885886	0.897099
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Megamonas	50	0.00200823	0.00508438	-0.814118	0.00939212	0.0137866
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Megasphaera	50	0.000398899	0.00144115	-0.931012	0.0345308	0.0455351
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mesobacillus	50	0	0	0.0341317	0.313666	0.342181
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Metabacillus	50	0	0	0.152114	0.00652521	0.00984937
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Methylobacillus	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Methylobacterium	50	0	0.000148447	-0.142928	0.0607014	0.0766755
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Methylocella	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Methylophilus	50	0	0	0.130499	0.0043169	0.00677161
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Methylopila	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Methylorubrum	50	0	0	0.130499	0.295473	0.325291
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Microbacterium	50	0	0	0.139186	0.019067	0.026224
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Microcella	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Micrococcus	50	0	0	0.184146	0.893447	0.902852
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Micropruina	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Microvirga	50	0	0	0.0888846	0.0788579	0.0975562
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mobiluncus	50	0	0	0.139186	0.00184253	0.00323962
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mogibacterium	50	0	0	0.0405512	0.431911	0.462762
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Moraxella	50	0	0	0.0888846	0.954225	0.954225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Morganella	50	0	0	0.139186	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Moryella	50	0	0	0.152114	0.00153956	0.00275741
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mucilaginibacter	50	0	0	0.152114	2.82831e-05	0.000222555
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Murdochiella	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Muricoccus	50	0	0	0.141895	0.000136287	0.000499371
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mycobacterium	50	0	0	0.130499	0.00354364	0.0057271
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Mycoplasma	50	0	0	0.0823185	0.347207	0.377912
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Myxosarcina_SAG_30.84	50	0	0	0.130499	0.00632549	0.00957803
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__NK4A214_group	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Nafulsella	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Neisseria	50	0.0193873	0.01777	-0.210802	0.774053	0.795601
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Neobacillus	50	0	0	0.152114	1.97602e-05	0.000166401
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Neorhizobium	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Nevskia	50	0	0	0.134993	0.00227623	0.0039021
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Nibribacter	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Niveispirillum	50	0	0	0.141895	9.04064e-05	0.00039812
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Nocardioides	50	0	0	0.165269	0.00939212	0.0137866
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Noviherbaspirillum	50	0	0	0.0687781	0.863265	0.877897
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Novispirillum	50	0	0	0.152114	7.15565e-05	0.000390308
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Novosphingobium	50	0	0	0.152114	0.00299625	0.00492534
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__OLB12	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Oceanobacillus	50	0	0	0.141895	0.000645726	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Odoribacter	50	0	0	0.139186	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Oleiharenicola	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Olsenella	50	0	0	0.0823185	0.611851	0.642644
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Oribacterium	50	0.000624002	0.00128065	-0.279994	0.197635	0.226949
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ornithinimicrobium	50	0	0	0.152114	0.000298004	0.00101448
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ornithobacterium	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Oscillibacter	50	0	0	0.171295	0.000298004	0.00101448
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ottowia	50	0	0	0.171295	1.85997e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paenarthrobacter	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paenibacillus	50	0	0.000300096	-0.84251	0.000432634	0.00135728
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Palleronia-Pseudomaribius	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paludibacter	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paludisphaera	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pantoea	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Parabacteroides	50	0	0	0.0687781	0.273727	0.303439
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paracoccus	50	0.000691255	0.000756244	0.285758	0.181255	0.209644
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paradevosia	50	0	0	0.152114	2.82831e-05	0.000222555
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Parafilimonas	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paraprevotella	50	0	0	0.189301	0.744896	0.767275
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Parascardovia	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Parvimonas	50	0.00109545	0.000888115	0.0827636	0.521025	0.553301
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Paucibacter	50	0	0	0.152114	7.15565e-05	0.000390308
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pedobacter	50	0	0	0.110749	0.140684	0.165917
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pelistega	50	0	0	0.141895	0.000108676	0.000417316
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pelospora	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Peptoanaerobacter	50	0	0	0.185186	0.00184253	0.00323962
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Peptococcus	50	0	0	0.0888846	0.282293	0.312213
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Peptoniphilus	50	0	0	0.070381	0.645876	0.673958
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Peptostreptococcus	50	0.00193862	0.00188981	0.22524	0.0723775	0.0897705
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Peredibacter	50	0	0	0.134993	0.000185858	0.000660829
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Peribacillus	50	0	0	0.152114	6.50899e-05	0.000385718
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Phascolarctobacterium	50	0.000109663	0.000218616	0.253034	0.585207	0.617361
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Phaselicystis	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Phenylobacterium	50	0	0	0.0587326	0.362243	0.393386
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Phocaeicola	50	0	0	0.139186	0.0136869	0.0193227
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Phreatobacter	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Planifilum	50	0	0	0.152114	6.50899e-05	0.000385718
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pontibacter	50	0	0	0.152114	0.00204909	0.0035766
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Porphyromonas	50	0.00199038	0.00378319	0.14437	0.901018	0.90859
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Prevotella	50	0.0206631	0.0097472	0.78755	0.0161853	0.0225841
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Prevotellaceae_NK3B31_group	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Priestia	50	0	0	0.130499	0.0105666	0.0154164
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Propionibacterium	50	0	0	0.134993	0.0268486	0.0360989
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Propionicicella	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Propioniciclava	50	0	0	0.216347	1.36759e-05	0.000131288
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Propionivibrio	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Prosthecobacter	50	0	0	0.134993	0.000726163	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Proteiniclasticum	50	0	0	0.141895	0.000162874	0.000587818
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Proteiniphilum	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Proteus	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudaeromonas	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudidiomarina	50	0	0	0.141895	0.0054056	0.00828974
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudochrobactrum	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudoleptotrichia	50	0.00135156	0.00149377	0.250119	0.367343	0.396235
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudomonas	50	0.000285342	0.00155788	-1.1359	0.0175754	0.024242
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudonocardia	50	0	0	0.130499	0.00445942	0.00692726
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudoramibacter	50	0	0	0.130499	0.0122133	0.0176579
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudorhodoplanes	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pseudoxanthomonas	50	0	0	0.0888846	0.245131	0.275557
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Psychrobacter	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Puia	50	0	0	0.141895	0.000914937	0.00168911
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Pyramidobacter	50	0	0	0.130499	0.0506052	0.0649479
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Qinpengyuania	50	0	0	0.134993	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Qipengyuania	50	0	0	0.165269	0.0046061	0.0071091
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ralstonia	50	0	0	0.110749	0.0125682	0.0179546
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ramlibacter	50	0	0	0.0888846	0.11394	0.136387
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Reyranella	50	0	0	0.141895	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rheinheimera	50	0	0	0.198341	0.000726163	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rhizobacter	50	0	0	0.152114	5.9167e-05	0.000364105
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rhizobium	50	0	0	0.130499	0.0678037	0.0845345
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rhizorhabdus	50	0	0	0.130499	0.00417845	0.00664124
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rhodococcus	50	0	0	0.242348	2.1499e-07	5.15977e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rhodocytophaga	50	0	0	0.152114	6.20632e-05	0.000377093
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rhodovarius	50	0	0	0.152114	7.51849e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rikenellaceae_RC9_gut_group	50	0	0	0.130499	0.140684	0.165917
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Romboutsia	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Roseateles	50	0	0	0.134993	0.0013801	0.0024998
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Roseburia	50	0.00144402	0.00438286	-0.790372	0.0133048	0.0188944
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Roseimarinus	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Roseomonas	50	0	0	0.152114	0.0255001	0.0345764
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rossellomorea	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rothia	50	0.00141556	0.00630268	-0.411597	0.143333	0.168214
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rubellimicrobium	50	0	0	0.152114	0.000367117	0.00122372
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rubritepida	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rubrobacter	50	0	0	0.130499	0.00784437	0.0116935
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Rufibacter	50	0	0	0.141895	0.00235681	0.00401159
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ruminococcus	50	0	0	0.152114	6.82525e-05	0.000390308
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ruthenibacterium	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__S5-A14a	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__SKP-2	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__SM1A02	50	0	0	0.141895	0.000573477	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Saccharofermentans	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Saccharopolyspora	50	0	0	0.141895	0.00557949	0.00850208
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Salinicoccus	50	0	0	0.141895	0.000108676	0.000417316
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Scardovia	50	0	0	0.152114	0.15714	0.183969
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Schaalia	50	0.00238147	0.00507949	-0.558223	0.197635	0.226949
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Schinkia	50	0	0	0.141895	0.00235681	0.00401159
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sediminibacterium	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Segatella	50	0.00414864	0.00608858	0.0839104	0.639009	0.668245
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Selenomonas	50	0.0042031	0.00455258	0.0888846	0.598463	0.629961
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Senegalimassilia	50	0	0	0.240471	0.0517862	0.0662864
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Serinicoccus	50	0	0	0.130499	0.0043169	0.00677161
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Serratia	50	0.0185393	0.0748346	-1.38543	2.00396e-07	5.15977e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Shewanella	50	0	0	0.141895	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Shinella	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Shuttleworthia	50	0	0	0.130499	0.0362699	0.0475671
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Skermanella	50	0	0	0.134993	0.00227623	0.0039021
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Slackia	50	0	0	0.225526	0.000469247	0.00145315
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sneathia	50	0	0	0.152114	0.000432634	0.00135728
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Solitalea	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Solobacterium	50	0.000462956	0.000225103	0.0888846	0.313666	0.342181
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sphaerochaeta	50	0	0	0.130499	0.00417845	0.00664124
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sphingobacterium	50	0	0	0.141895	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sphingobium	50	0	0	0.134993	0.0125682	0.0179546
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sphingomonas	50	0	0	0.108577	0.723259	0.748199
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Staphylococcus	50	0.00040996	0.001105	-1.11769	0.026167	0.0353807
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Stenotrophomonas	50	0	0	0.0687781	0.46061	0.491318
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Stomatobaculum	50	0	0	0.119436	0.299955	0.328717
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Streptobacillus	50	0	0	0.171295	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Streptococcus	50	0.0773818	0.120072	-0.230092	0.222315	0.251085
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Succiniclasticum	50	0	0	0.134993	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Succinivibrio	50	0	0	0.102456	0.781393	0.801429
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Sutterella	50	0.000213036	0.000773009	-0.34878	0.143333	0.168214
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__TM7a	50	0	0	0.152114	0.000211787	0.000747484
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__TM7x	50	0	0	0.0341317	0.257124	0.287022
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tannerella	50	0	0	0.185186	0.0542162	0.0692121
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tautonia	50	0	0	0.141895	8.23756e-05	0.000391488
